Song,Artist,Download,View
"Ay, DiOs Mío!",KAROL G,https://open.spotify.com/track/7x4ASXYEKfQBCewcZhK776,"2,246,978"
Relación - Remix,Sech,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl,"2,198,836"
UN DIA (ONE DAY) (Feat. Tainy),J Balvin,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e,"2,172,490"
Come & Go (with Marshmello),Juice WRLD,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG,"2,038,118"
La Curiosidad,Jay Wheeler,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz,"2,019,526"
Someone You Loved,Lewis Capaldi,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,"1,933,166"
Dance Monkey,Tones And I,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,"1,914,205"
Midnight Sky,Miley Cyrus,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB,"1,891,204"
La Jeepeta - Remix,Nio Garcia,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2,"1,828,250"
Before You Go,Lewis Capaldi,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,"1,825,487"
Caramelo,Ozuna,https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo,"1,823,099"
Take You Dancing,Jason Derulo,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3,"1,821,411"
Tattoo - Remix with Camilo,Rauw Alejandro,https://open.spotify.com/track/4ZRrLHqzhGRXYj2qcB4s5S,"1,810,716"
Rain On Me (with Ariana Grande),Lady Gaga,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,"1,787,088"
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC,"1,782,465"
Wishing Well,Juice WRLD,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv,"1,729,476"
death bed (coffee for your head),Powfu,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,"1,725,453"
Go Crazy,Chris Brown,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,"1,697,715"
Smile (with The Weeknd),Juice WRLD,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF,"1,570,372"
GREECE (feat. Drake),DJ Khaled,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad,"1,534,305"
Don't Start Now,Dua Lipa,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,"1,527,999"
Blueberry Faygo,Lil Mosey,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,"1,496,507"
"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,https://open.spotify.com/track/1pqnQ41XbfKjaFu6M0eGJp,"1,496,038"
Kings & Queens,Ava Max,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn,"1,477,926"
Break My Heart,Dua Lipa,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,"1,468,635"
Stuck with U (with Justin Bieber),Ariana Grande,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,"1,411,391"
How You Like That,BLACKPINK,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3,"1,408,231"
Una Locura,Ozuna,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU,"1,405,363"
Djadja (feat. Maluma) - Remix,Aya Nakamura,https://open.spotify.com/track/13vDU8nPsvTGEVTMB8Vw7g,"1,390,016"
The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn,"1,385,535"
ily (i love you baby) (feat. Emilee),Surf Mesa,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,"1,372,992"
Mad at Disney,salem ilese,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE,"1,347,660"
Circles,Post Malone,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,"1,324,463"
Mi Cuarto,Jerry Di,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ,"1,321,927"
Still Don't Know My Name,Labrinth,https://open.spotify.com/track/6N22FZs2ZhPBYi3b9XPajV,"1,280,458"
Adore You,Harry Styles,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,"1,254,320"
goosebumps,Travis Scott,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,"1,245,698"
The Box,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,"1,242,945"
Toosie Slide,Drake,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,"1,220,532"
my ex's best friend (with blackbear),Machine Gun Kelly,https://open.spotify.com/track/70rFIfYN7lU6iTgUIVP42w,"1,220,183"
Relación,Sech,https://open.spotify.com/track/3ZG8N7aWw2meb6UrI5ZmnZ,"1,214,236"
Ayer Me Llamó Mi Ex (feat. Lenny Santos),KHEA,https://open.spotify.com/track/6C6mUonH6MNdSg5pw7kOc9,"1,205,008"
Lucid Dreams,Juice WRLD,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,"1,179,439"
Memories,Maroon 5,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,"1,179,346"
Mamichula - con Nicki Nicole,Trueno,https://open.spotify.com/track/4pXW6ZAHBz7ODXTRKklWrM,"1,176,197"
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,"1,164,487"
OK Not To Be OK,Marshmello,https://open.spotify.com/track/0zzVTGyRrWpQu8Fr28NRAv,"1,154,585"
MAMACITA,Black Eyed Peas,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3,"1,152,020"
Señorita,Shawn Mendes,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,"1,146,650"
Falling,Trevor Daniel,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,"1,132,930"
Party Girl,StaySolidRocky,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP,"1,128,798"
Robbery,Juice WRLD,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,"1,115,738"
HIGHEST IN THE ROOM,Travis Scott,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,"1,114,730"
Tusa,KAROL G,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,"1,113,596"
Despeinada,Ozuna,https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC,"1,098,058"
SICKO MODE,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,"1,093,617"
Electric Love,BØRNS,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ,"1,089,172"
La Tóxica,Farruko,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv,"1,082,496"
"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",Super Yei,https://open.spotify.com/track/5DoLhdU27owX1NMrKLUbUl,"1,082,403"
bad guy,Billie Eilish,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,"1,068,715"
Intentions (feat. Quavo),Justin Bieber,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,"1,060,228"
Dior,Pop Smoke,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep,"1,059,096"
lovely (with Khalid),Billie Eilish,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,"1,044,254"
cardigan,Taylor Swift,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd,"1,024,236"
Shallow,Lady Gaga,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,"1,023,581"
Be Like That - feat. Swae Lee & Khalid,Kane Brown,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ,"1,002,687"
Over Now (with The Weeknd),Calvin Harris,https://open.spotify.com/track/58AGoOGbwsQMhBbH0eFLRR,"1,000,654"
Stunnin' (feat. Harm Franklin),Curtis Waters,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx,"998,197"
Put Your Records On,Ritt Momney,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,"996,285"
In Your Eyes,The Weeknd,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl,"984,428"
Life Is Good (feat. Drake),Future,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3,"968,768"
Caramelo - Remix,Ozuna,https://open.spotify.com/track/67jvGGbJmOmVonlyX3mNkV,"963,901"
Bande organisée,Jul,https://open.spotify.com/track/205HNJ73cgpC0LAOnuQiWT,"957,494"
If the World Was Ending - feat. Julia Michaels,JP Saxe,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,"948,452"
Hasta Que Dios Diga,Anuel AA,https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1,"947,246"
TKN (feat. Travis Scott),ROSALÍA,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7,"944,626"
Ride It,Regard,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,"942,978"
Tick Tock (feat. 24kGoldn),Clean Bandit,https://open.spotify.com/track/27u7t9d7ZQoyjsCROHuZJ3,"938,418"
Falling,Harry Styles,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,"938,269"
ROXANNE,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,"936,221"
Got It On Me,Pop Smoke,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1,"933,517"
Believer,Imagine Dragons,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,"931,141"
Wolves (feat. Post Malone),Big Sean,https://open.spotify.com/track/33gwZOGJWEZ7dRWPqPxBEZ,"928,471"
Say So,Doja Cat,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,"922,316"
Lets Link,WhoHeem,https://open.spotify.com/track/6fMzgFFGzWCwiHMzDzNpp5,"920,950"
Secrets,Regard,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg,"916,504"
Be Kind (with Halsey),Marshmello,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,"909,894"
everything i wanted,Billie Eilish,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,"909,720"
You Got It,Vedo,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8,"907,735"
Favorito,Camilo,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q,"904,213"
my future,Billie Eilish,https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C,"902,373"
Jeans,Justin Quiles,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW,"899,272"
Don Don,Daddy Yankee,https://open.spotify.com/track/3kml9ZdpT7UYk1ugkjqOzt,"896,554"
THE SCOTTS,THE SCOTTS,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,"886,155"
feel something,Bea Miller,https://open.spotify.com/track/7JDWhC422Gtk1Bq0mL3OTC,"884,120"
Azul,J Balvin,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1,"882,606"
What You Know Bout Love,Pop Smoke,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,"878,822"
Parce (feat. Justin Quiles),Maluma,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ,"854,471"
Say You Won't Let Go,James Arthur,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,"845,779"
Tap In,Saweetie,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD,"843,984"
Madrid,Maluma,https://open.spotify.com/track/19OXtYzrJyCrQvTbfukt4H,"839,490"
Sunday Best,Surfaces,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,"837,302"
Jocelyn Flores,XXXTENTACION,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,"832,882"
Supalonely,BENEE,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,"830,351"
Elegí (feat. Dímelo Flow),Rauw Alejandro,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau,"825,316"
I Don't Care (with Justin Bieber),Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,"820,575"
Godzilla (feat. Juice WRLD),Eminem,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,"819,477"
Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi,"815,052"
"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",Feid,https://open.spotify.com/track/7lUdbnz7wsv3C9zzf4WHl9,"814,213"
All Girls Are The Same,Juice WRLD,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,"808,447"
Perfect,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,"806,412"
Play Date,Melanie Martinez,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA,"803,606"
After Party,Don Toliver,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da,"802,212"
Shape of You,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,"793,733"
hot girl bummer,blackbear,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9,"792,132"
7 rings,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,"790,675"
Martin & Gina,Polo G,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ,"790,042"
Are You Bored Yet? (feat. Clairo),Wallows,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm,"789,473"
Rojo,J Balvin,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi,"787,723"
exile (feat. Bon Iver),Taylor Swift,https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y,"780,645"
rockstar (feat. 21 Savage),Post Malone,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,"778,536"
Del Mar,Ozuna,https://open.spotify.com/track/5cpJFiNwYyWwFLH0V6B3N8,"773,137"
21,Polo G,https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H,"767,434"
SAD!,XXXTENTACION,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,"765,667"
Jerusalema (feat. Nomcebo Zikode),Master KG,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi,"763,631"
Someone To You,BANNERS,https://open.spotify.com/track/2f0pn9DkEJwAzXApnFh5cr,"762,467"
Quiéreme Mientras Se Pueda,Manuel Turizo,https://open.spotify.com/track/34LI7rwi9H8w2S5KTHnv1M,"759,891"
when the party's over,Billie Eilish,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,"757,053"
Bohemian Rhapsody - 2011 Mix,Queen,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,"749,101"
24 (feat. Lil Baby),Money Man,https://open.spotify.com/track/0xUvi7wldroBzaZCengPa5,"742,152"
Conversations,Juice WRLD,https://open.spotify.com/track/4K06PO78fW4mnBVenxGNob,"735,753"
Beautiful People (feat. Khalid),Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,"732,647"
All of Me,John Legend,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a,"732,145"
Se Te Nota (with Guaynaa),Lele Pons,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu,"729,120"
Lose Control,MEDUZA,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,"728,760"
Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49,"728,600"
Oh Juliana,Niack,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt,"726,619"
Tak Tiki Tak,Harry Nach,https://open.spotify.com/track/7gwwt1IaAWwmB7af0AcuBM,"723,221"
Yo Perreo Sola,Bad Bunny,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw,"721,607"
Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,https://open.spotify.com/track/2rFsFjq0D9JAmc0APpCO6P,"720,722"
Chicago Freestyle (feat. Giveon),Drake,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B,"720,682"
Sweater Weather,The Neighbourhood,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,"717,542"
WHATS POPPIN,Jack Harlow,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,"716,628"
Be Alright,Dean Lewis,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,"716,486"
Lose Somebody,Kygo,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza,"716,282"
Money Trees,Kendrick Lamar,https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4,"715,120"
Nobody's Love,Maroon 5,https://open.spotify.com/track/3kwgqoBqTwoAH4nT29TYrq,"714,062"
GOOBA,6ix9ine,https://open.spotify.com/track/6qiiDtFAJjyEhoZVcf6ovL,"713,987"
Righteous,Juice WRLD,https://open.spotify.com/track/5dOxHHMOFAbG3VH23t0xNm,"711,647"
Back Door,Stray Kids,https://open.spotify.com/track/3KUGAgxo3b81X5bWoOp0U8,"710,492"
No Guidance (feat. Drake),Chris Brown,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,"710,126"
Without Me,Halsey,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ,"706,401"
Safaera,Bad Bunny,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y,"702,234"
7 Summers,Morgan Wallen,https://open.spotify.com/track/0tbjiOUl4k492KPdWZS9sy,"695,989"
Daisy,Ashnikko,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk,"695,854"
Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG,"693,388"
GO (feat. Juice WRLD),The Kid LAROI,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ,"692,068"
Take Me To Church,Hozier,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI,"690,196"
Happier,Marshmello,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,"689,437"
Boy With Luv (feat. Halsey),BTS,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,"688,309"
Get You The Moon (feat. Snøw),Kina,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa,"688,091"
+Linda,Dalex,https://open.spotify.com/track/5cBrOhKDyiJF9bPGUHKkG0,"687,091"
We Paid (feat. 42 Dugg),Lil Baby,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp,"686,180"
Star Shopping,Lil Peep,https://open.spotify.com/track/30bqVoKjX479ab90a8Pafp,"685,991"
Physical,Dua Lipa,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW,"685,542"
DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG,"684,906"
El Mismo Aire - con Pablo Alborán,Camilo,https://open.spotify.com/track/5EbtodsuLbxrFDH6j5avVS,"683,162"
Something Just Like This,The Chainsmokers,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,"680,809"
Jangueo,Alex Rose,https://open.spotify.com/track/1bRpSCFv6P2OUhciByeRYR,"672,586"
Bruises,Lewis Capaldi,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG,"671,802"
Let Her Go,Passenger,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h,"671,797"
July,Noah Cyrus,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB,"670,319"
The Less I Know The Better,Tame Impala,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ,"668,866"
CÓMO SE SIENTE - Remix,Jhay Cortez,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC,"668,528"
Ain't It Different (feat. AJ Tracey & Stormzy),Headie One,https://open.spotify.com/track/6NJfIydBMYrXvlaXsFxmc8,"666,584"
OUT WEST (feat. Young Thug),JACKBOYS,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,"664,799"
When I Look At You,Miley Cyrus,https://open.spotify.com/track/6ZfXA2xakAvphXOSOJ3u1W,"662,575"
"10,000 Hours (with Justin Bieber)",Dan + Shay,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,"661,944"
Boss Bitch,Doja Cat,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,"660,836"
Hit Different,SZA,https://open.spotify.com/track/7Bar1kLTmsRmH6FCKKMEyU,"659,587"
Some Say - Felix Jaehn Remix,Nea,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv,"653,831"
