Song,Artist,Download,View
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,"1,209,913"
HIGHEST IN THE ROOM,Travis Scott,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,"1,188,374"
Falling,Trevor Daniel,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,"1,183,293"
Robbery,Juice WRLD,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,"1,170,781"
Una Locura,Ozuna,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU,"1,167,514"
Mad at Disney,salem ilese,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE,"1,156,988"
Electric Love,BØRNS,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ,"1,137,470"
"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",Super Yei,https://open.spotify.com/track/5DoLhdU27owX1NMrKLUbUl,"1,137,144"
SICKO MODE,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,"1,133,494"
bad guy,Billie Eilish,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,"1,130,145"
Dior,Pop Smoke,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep,"1,114,696"
In Your Eyes,The Weeknd,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl,"1,107,802"
Caramelo - Remix,Ozuna,https://open.spotify.com/track/67jvGGbJmOmVonlyX3mNkV,"1,075,613"
Intentions (feat. Quavo),Justin Bieber,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,"1,063,660"
Stunnin' (feat. Harm Franklin),Curtis Waters,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx,"1,059,597"
TKN (feat. Travis Scott),ROSALÍA,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7,"1,054,155"
Shallow,Lady Gaga,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,"1,054,084"
Don Don,Daddy Yankee,https://open.spotify.com/track/3kml9ZdpT7UYk1ugkjqOzt,"1,051,370"
lovely (with Khalid),Billie Eilish,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,"1,044,170"
Ihr Hobby,Bonez MC,https://open.spotify.com/track/4aZfvvgfoSfmSZpfwQYzC0,"1,043,582"
cardigan,Taylor Swift,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd,"1,032,557"
Got It On Me,Pop Smoke,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1,"1,032,279"
Ride It,Regard,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,"1,028,603"
Let's Love,David Guetta,https://open.spotify.com/track/6lhZLbb0czULpjb2kFryPS,"1,027,783"
Hasta Que Dios Diga,Anuel AA,https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1,"1,025,229"
Be Like That - feat. Swae Lee & Khalid,Kane Brown,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ,"1,023,317"
Bande organisée,Jul,https://open.spotify.com/track/205HNJ73cgpC0LAOnuQiWT,"1,022,892"
Life Is Good (feat. Drake),Future,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3,"1,021,124"
Say So,Doja Cat,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,"1,014,660"
Secrets,Regard,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg,"1,005,680"
ROXANNE,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,"1,000,654"
Be Kind (with Halsey),Marshmello,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,"989,561"
Favorito,Camilo,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q,"981,754"
Fuckst mich nur ab,Bonez MC,https://open.spotify.com/track/0y8mJFmm4ogCHnfe0oTuT6,"977,346"
My Window (feat. Lil Wayne),YoungBoy Never Broke Again,https://open.spotify.com/track/7IECs9d4Rrlpa7tiHOCE1w,"972,920"
my future,Billie Eilish,https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C,"972,169"
Believer,Imagine Dragons,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,"968,016"
THE SCOTTS,THE SCOTTS,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,"967,739"
"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",Feid,https://open.spotify.com/track/7lUdbnz7wsv3C9zzf4WHl9,"965,997"
Azul,J Balvin,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1,"962,458"
Lets Link,WhoHeem,https://open.spotify.com/track/0wYOlCybpxFc2azWLyYj0S,"960,134"
Del Mar,Ozuna,https://open.spotify.com/track/5cpJFiNwYyWwFLH0V6B3N8,"947,910"
If the World Was Ending - feat. Julia Michaels,JP Saxe,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,"943,061"
Wolves (feat. Post Malone),Big Sean,https://open.spotify.com/track/33gwZOGJWEZ7dRWPqPxBEZ,"933,658"
everything i wanted,Billie Eilish,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,"925,053"
Máquina do Tempo,Matuê,https://open.spotify.com/track/5oI9blwsXC8AkTWw6wASY8,"920,159"
Falling,Harry Styles,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,"914,173"
Parce (feat. Justin Quiles),Maluma,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ,"908,640"
Despeinada,Ozuna,https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC,"901,605"
La Tóxica,Farruko,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv,"900,737"
Sunday Best,Surfaces,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,"900,546"
Rojo,J Balvin,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi,"890,284"
Hit Different,SZA,https://open.spotify.com/track/7Bar1kLTmsRmH6FCKKMEyU,"887,545"
Jeans,Justin Quiles,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW,"883,575"
Oh Juliana,Niack,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt,"883,204"
Tap In,Saweetie,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD,"882,913"
Supalonely,BENEE,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,"871,795"
feel something,Bea Miller,https://open.spotify.com/track/7JDWhC422Gtk1Bq0mL3OTC,"871,034"
Madrid,Maluma,https://open.spotify.com/track/19OXtYzrJyCrQvTbfukt4H,"866,994"
Godzilla (feat. Juice WRLD),Eminem,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,"866,881"
I Don't Care (with Justin Bieber),Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,"865,763"
Elegí (feat. Dímelo Flow),Rauw Alejandro,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau,"861,934"
GOOBA,6ix9ine,https://open.spotify.com/track/6qiiDtFAJjyEhoZVcf6ovL,"858,994"
After Party,Don Toliver,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da,"838,137"
Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,https://open.spotify.com/track/2rFsFjq0D9JAmc0APpCO6P,"835,205"
Jocelyn Flores,XXXTENTACION,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,"832,704"
Say You Won't Let Go,James Arthur,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,"832,562"
Oh My Gawd (feat. Nicki Minaj & K4MO),Mr Eazi,https://open.spotify.com/track/2tjbSkPKKH1GFUhSr96tq0,"826,626"
Shape of You,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,"826,401"
rockstar (feat. 21 Savage),Post Malone,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,"825,965"
Bohemian Rhapsody - 2011 Mix,Queen,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,"824,864"
All Girls Are The Same,Juice WRLD,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,"822,210"
hot girl bummer,blackbear,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9,"821,745"
Tick Tock (feat. 24kGoldn),Clean Bandit,https://open.spotify.com/track/27u7t9d7ZQoyjsCROHuZJ3,"818,521"
7 rings,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,"818,417"
Play Date,Melanie Martinez,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA,"817,862"
Perfect,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,"814,327"
Tak Tiki Tak,Harry Nach,https://open.spotify.com/track/7gwwt1IaAWwmB7af0AcuBM,"807,355"
Yo Perreo Sola,Bad Bunny,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw,"803,874"
Lose Control,MEDUZA,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,"801,023"
Quiéreme Mientras Se Pueda,Manuel Turizo,https://open.spotify.com/track/34LI7rwi9H8w2S5KTHnv1M,"794,043"
Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi,"791,038"
Are You Bored Yet? (feat. Clairo),Wallows,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm,"790,301"
exile (feat. Bon Iver),Taylor Swift,https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y,"790,041"
777-666,Matuê,https://open.spotify.com/track/3sGcETRMuAgcPgjDpIkgMn,"789,305"
Freeze Raël,Freeze corleone,https://open.spotify.com/track/6DPrYPPGYK218iVIZDix3i,"788,104"
Martin & Gina,Polo G,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ,"786,389"
WHATS POPPIN,Jack Harlow,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,"783,411"
SAD!,XXXTENTACION,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,"783,292"
DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG,"781,927"
Lose Somebody,Kygo,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza,"778,304"
Chicago Freestyle (feat. Giveon),Drake,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B,"773,714"
Jerusalema (feat. Nomcebo Zikode),Master KG,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi,"767,629"
Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49,"766,849"
El Mismo Aire - con Pablo Alborán,Camilo,https://open.spotify.com/track/5EbtodsuLbxrFDH6j5avVS,"764,032"
21,Polo G,https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H,"760,087"
Money Trees,Kendrick Lamar,https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4,"759,901"
Someone To You,BANNERS,https://open.spotify.com/track/2f0pn9DkEJwAzXApnFh5cr,"759,648"
Beautiful People (feat. Khalid),Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,"757,635"
Nobody's Love,Maroon 5,https://open.spotify.com/track/3kwgqoBqTwoAH4nT29TYrq,"757,168"
Righteous,Juice WRLD,https://open.spotify.com/track/5dOxHHMOFAbG3VH23t0xNm,"755,596"
No Guidance (feat. Drake),Chris Brown,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,"750,401"
when the party's over,Billie Eilish,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,"748,825"
Safaera,Bad Bunny,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y,"745,810"
You Got It,Vedo,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8,"743,614"
Conversations,Juice WRLD,https://open.spotify.com/track/4K06PO78fW4mnBVenxGNob,"743,169"
Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG,"742,635"
Physical,Dua Lipa,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW,"738,124"
7 Summers,Morgan Wallen,https://open.spotify.com/track/0tbjiOUl4k492KPdWZS9sy,"735,571"
All of Me,John Legend,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a,"731,441"
Happier,Marshmello,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,"730,549"
Alane,Robin Schulz,https://open.spotify.com/track/2u6Jm2klS4yvAlbSHlxUwI,"726,344"
CÓMO SE SIENTE - Remix,Jhay Cortez,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC,"726,035"
Ain't It Different (feat. AJ Tracey & Stormzy),Headie One,https://open.spotify.com/track/6NJfIydBMYrXvlaXsFxmc8,"725,117"
Jangueo,Alex Rose,https://open.spotify.com/track/1bRpSCFv6P2OUhciByeRYR,"724,205"
Some Say - Felix Jaehn Remix,Nea,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv,"720,107"
Raise Em Up - Dance Remix,Alonestar,https://open.spotify.com/track/4BRYmA7o6QzKlhhLgFNt88,"718,725"
GO (feat. Juice WRLD),The Kid LAROI,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ,"717,602"
Savage Remix (feat. Beyoncé),Megan Thee Stallion,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac,"716,320"
Cogulândia,Matuê,https://open.spotify.com/track/5T6mY3sQbvVfLnertXdoST,"715,479"
24 (feat. Lil Baby),Money Man,https://open.spotify.com/track/0xUvi7wldroBzaZCengPa5,"715,366"
Be Alright,Dean Lewis,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,"712,185"
When I Look At You,Miley Cyrus,https://open.spotify.com/track/6ZfXA2xakAvphXOSOJ3u1W,"710,796"
Unterwegs,KitschKrieg,https://open.spotify.com/track/7mrWTjhYctgEQb0lJKrVWy,"709,993"
Investe Em Mim,Jonas Esticado,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7,"709,160"
We Paid (feat. 42 Dugg),Lil Baby,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp,"709,052"
Without Me,Halsey,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ,"708,090"
What's Love Got to Do with It,Kygo,https://open.spotify.com/track/3Be7CLdHZpyzsVijme39cW,"707,988"
Something Just Like This,The Chainsmokers,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,"706,478"
Boss Bitch,Doja Cat,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,"705,694"
+Linda,Dalex,https://open.spotify.com/track/5cBrOhKDyiJF9bPGUHKkG0,"705,693"
Loose (feat. KSI),S1mba,https://open.spotify.com/track/0G9vbgmLrDqjV4NUCSrsIg,"699,125"
